System,SpT,Pday,Vmag,BmV,logM,logMe,logR,logRe,logg,logge,logT,logTe,logL,logLe,Mass[solMass],log.Teff [K],B-V,Absolute Mag,SpType
V442_Cyg-2,F2_V,2.386,9.72,0.32,0.1492,0.0071,0.2206,0.0086,4.146,0.019,3.833,0.006,0.72,0.03,1.409937949,3.833,0.32,3,F
PV_Pup-1,A8_V,1.661,6.89,0.32,0.1945,0.0031,0.1881,0.0051,4.257,0.01,3.84,0.019,0.69,0.08,1.564948319,3.84,0.32,3.075,A
PV_Pup-2,A8_V,1.661,6.89,0.32,0.1915,0.0036,0.1758,0.0052,4.278,0.011,3.841,0.019,0.67,0.08,1.554175291,3.841,0.32,3.125,A
EI_Cep-1,F3_IV,8.439,7.61,0.33,0.2485,0.0017,0.4618,0.0072,3.763,0.014,3.829,0.007,1.193,0.03,1.772148045,3.829,0.33,1.8175,F
EI_Cep-2,F1_V,8.439,7.61,0.33,0.2253,0.0016,0.3672,0.0082,3.929,0.016,3.842,0.006,1.055,0.03,1.679964095,3.842,0.33,2.1625,F
V1130_Tau-1,F2_V,0.799,6.56,0.36,0.1159,0.0027,0.1729,0.0029,4.208,0.006,3.822,0.005,0.59,0.02,1.305870166,3.822,0.36,3.325,F
V1130_Tau-2,F2_V,0.799,6.56,0.36,0.1436,0.0025,0.2509,0.0027,4.08,0.006,3.821,0.005,0.74,0.02,1.391874249,3.821,0.36,2.95,F
ASAS_J090232-5653.4-1,none,20.822,10.63,0.36,0.1572,0.0048,0.1838,0.002,4.201,0.006,3.847,0.014,0.736,0.062,1.436150653,3.847,0.36,2.96,n
ASAS_J090232-5653.4-2,none,20.822,10.63,0.36,0.1374,0.0057,0.1436,0.0022,4.244,0.007,3.825,0.015,0.585,0.065,1.372144977,3.825,0.36,3.3375,n
ZZ_Boo-1,F3_V,4.992,6.78,0.36,0.1923,0.0022,0.3144,0.0012,4.0016,0.0019,3.827,0.006,0.893,0.026,1.557040826,3.827,0.36,2.5675,F
ZZ_Boo-2,F3_V,4.992,6.78,0.36,0.2038,0.0033,0.3434,0.0012,3.955,0.0023,3.825,0.006,0.943,0.026,1.598821575,3.825,0.36,2.4425,F
AY_Cam-1,none,2.735,9.9,0.36,0.279,0.0091,0.4426,0.0031,3.832,0.015,3.86,0.015,1.28,0.006,1.90107828,3.86,0.36,1.6,n
AY_Cam-2,none,2.735,9.9,0.36,0.2317,0.0092,0.3064,0.0032,4.057,0.016,3.869,0.02,1.042,0.006,1.704904276,3.869,0.36,2.195,n
AI_Hya-1,F2_m,8.29,9.36,0.36,0.29,0.0074,0.44,0.0024,3.848,0.003,3.886,0.006,1.381,0.034,1.9498446,3.886,0.36,1.3475,F
AI_Hya-2,F0_V,8.29,9.36,0.36,0.3214,0.0073,0.5869,0.0024,3.586,0.003,3.856,0.014,1.554,0.035,2.096042093,3.856,0.36,0.915,F
HD_71636-1,F2_V,5.013,7.89,0.38,0.1778,0.0006,0.1995,0.0066,4.22,0.01,3.842,0.009,0.721,0.036,1.505913408,3.842,0.38,2.9975,F
HD_71636-2,F5_V,5.013,7.89,0.38,0.1079,0.0007,0.1186,0.0099,4.31,0.02,3.809,0.009,0.428,0.041,1.282035349,3.809,0.38,3.73,F
OT_And-1,A0_V,20.853,7.89,0.38,0.3528,0.0027,0.5006,0.0018,3.79,0.01,3.903,0.011,1.568,0.046,2.253201336,3.903,0.38,0.88,A
OT_And-2,F5_V,20.853,7.89,0.38,0.3318,0.0022,0.4231,0.0025,3.92,0.01,3.911,0.011,1.447,0.047,2.146841589,3.911,0.38,1.1825,F
DS_And-1,F1_III,1.011,10.44,0.39,0.2284,0.0028,0.3395,0.0018,3.987,0.017,3.849,0.009,0.957,0.003,1.691998603,3.849,0.39,2.4075,F
DS_And-2,G2_V,1.011,10.44,0.39,0.0734,0.0011,0.0792,0.0022,4.353,0.004,3.796,0.014,0.225,0.003,1.184131679,3.796,0.39,4.2375,G
V2154_Cyg-1,F3_V,2.631,7.83,0.4,0.1035,0.0058,0.1694,0.0035,4.2028,0.0089,3.831,0.01,0.616,0.039,1.269112144,3.831,0.4,3.26,F
V2154_Cyg-2,K2_V,2.631,7.83,0.4,-0.1225,0.0034,-0.1407,0.0055,4.597,0.012,3.701,0.013,-0.523,0.039,0.754223396,3.701,0.4,6.1075,K
HD_22064-1,F2_V,9.135,8.81,0.4,0.1287,0.01,0.1915,0.0039,4.184,0.006,3.83,0.003,0.658,0.006,1.344930988,3.83,0.4,3.155,F
HD_22064-2,none,9.135,8.81,0.4,-0.2396,0.0075,-0.2255,0.0058,4.65,0.01,3.568,0.037,-1.176,0.012,0.575970181,3.568,0.4,7.74,n
HIP_7666-1,A5,2.372,9.64,0.4,0.1847,0.0085,0.3181,0.0042,3.98,0.02,3.851,0.006,0.99,0.03,1.530030189,3.851,0.4,2.325,A
HIP_7666-2,none,2.372,9.64,0.4,0.0899,0.0106,0.0253,0.0082,4.47,0.02,3.78,0.005,0.13,0.04,1.229985524,3.78,0.4,4.475,n
HS_Hya-1,F5_V,1.568,8.12,0.41,0.0987,0.0027,0.1054,0.0025,4.3259,0.0056,3.8129,0.0033,0.415,0.014,1.255162629,3.8129,0.41,3.7625,F
HS_Hya-2,F5_V,1.568,8.12,0.41,0.0859,0.0025,0.085,0.0025,4.3539,0.0057,3.8062,0.0034,0.347,0.015,1.218708949,3.8062,0.41,3.9325,F
VZ_Hya-1,F5_V,2.904,8.95,0.41,0.1041,0.0021,0.1186,0.0017,4.305,0.005,3.809,0.01,0.48,0.04,1.270866699,3.809,0.41,3.6,F
VZ_Hya-2,F6_V,2.904,8.95,0.41,0.0592,0.0027,0.0461,0.0027,4.405,0.006,3.799,0.01,0.24,0.04,1.146040591,3.799,0.41,4.2,F
CPD_-54_810-1,none,26.132,10.45,0.41,0.1167,0.0017,0.2853,0.0007,3.9836,0.0012,3.81,0.003,0.766,0.011,1.308277884,3.81,0.41,2.885,n
CPD_-54_810-2,none,26.132,10.45,0.41,0.0373,0.0014,0.0724,0.0014,4.3297,0.0026,3.801,0.003,0.305,0.012,1.089682559,3.801,0.41,4.0375,n
V2080_Cyg-1,F4_V,4.934,7.4,0.42,0.0759,0.0062,0.203,0.0022,4.108,0.003,3.778,0.005,0.474,0.022,1.190967746,3.778,0.42,3.615,F
V2080_Cyg-2,F4_V,4.934,7.4,0.42,0.0633,0.0064,0.2038,0.0022,4.093,0.003,3.777,0.005,0.472,0.022,1.156911132,3.777,0.42,3.62,F
V505_Per-1,F5_V,4.222,6.88,0.42,0.1053,0.0012,0.112,0.0005,4.3194,0.001,3.814,0.003,0.434,0.013,1.27438309,3.814,0.42,3.715,F
V505_Per-2,F5_V,4.222,6.88,0.42,0.0996,0.001,0.1016,0.0006,4.3343,0.001,3.81,0.013,0.399,0.013,1.257766432,3.81,0.42,3.8025,F
HY_Vir-1,F0m,2.732,7.81,0.42,0.2643,0.0021,0.4481,0.0012,3.806,0.003,3.836,0.008,1.2,0.04,1.837807417,3.836,0.42,1.8,F
HY_Vir-2,F5_V,2.732,7.81,0.42,0.1474,0.0019,0.1816,0.0023,4.222,0.004,3.816,0.008,0.58,0.04,1.404106339,3.816,0.42,3.35,F
VV_Crv-1,F5_IV,3.145,5.27,0.42,0.2962,0.0022,0.5283,0.0013,3.678,0.006,3.813,0.013,1.261,0.054,1.977880278,3.813,0.42,1.6475,F
VV_Crv-2,F5_V,3.145,5.27,0.42,0.1798,0.0023,0.2175,0.0021,4.183,0.009,3.822,0.013,0.676,0.054,1.512864388,3.822,0.42,3.11,F
V455_Aur-1,F5_V,3.146,7.28,0.43,0.1102,0.0021,0.1427,0.0034,4.2626,0.007,3.813,0.013,0.492,0.054,1.288842949,3.813,0.43,3.57,F
V455_Aur-2,F6_V,3.146,7.28,0.43,0.0905,0.0018,0.1199,0.0046,4.2887,0.0089,3.806,0.013,0.419,0.055,1.231685986,3.806,0.43,3.7525,F
AP_And-1,F5_V,1.587,11.19,0.44,0.1062,0.0015,0.0911,0.0022,4.3623,0.0044,3.817,0.01,0.403,0.04,1.277026766,3.817,0.44,3.7925,F
AP_And-2,F5_V,1.587,11.19,0.44,0.0973,0.0015,0.0775,0.0019,4.3805,0.0038,3.813,0.01,0.358,0.039,1.251122977,3.813,0.44,3.905,F
AD_Boo-1,F6_V,2.069,9.38,0.44,0.1504,0.0028,0.2074,0.0038,4.173,0.008,3.818,0.008,0.64,0.03,1.413839139,3.818,0.44,3.2,F
AD_Boo-2,G0_V,2.069,9.38,0.44,0.0824,0.0022,0.0849,0.0036,4.351,0.007,3.789,0.008,0.28,0.04,1.208926785,3.789,0.44,4.1,G
BW_Aqr-1,F7_V,6.72,10.3,0.45,0.1377,0.0057,0.2388,0.0022,4.0982,0.004,3.81,0.007,0.669,0.027,1.373093148,3.81,0.45,3.1275,F
BW_Aqr-2,F7_V,6.72,10.3,0.45,0.167,0.0053,0.3161,0.0008,3.9731,0.0025,3.802,0.007,0.796,0.028,1.468926278,3.802,0.45,2.81,F
ASAS_J073507-0905.7-1,F5_V,1.446,9.32,0.45,0.162,0.0102,0.2135,0.0032,4.173,0.005,3.806,0.007,0.6,0.03,1.452111618,3.806,0.45,3.3,F
ASAS_J073507-0905.7-2,none,1.446,9.32,0.45,-0.0926,0.007,-0.0867,0.0058,4.519,0.01,3.64,0.011,-0.66,0.05,0.807978864,3.64,0.45,6.45,n
KIC_10031808-1,none,8.59,9.56,0.45,0.2408,0.0022,0.4133,0.0034,3.852,0.006,3.852,0.007,1.185,0.027,1.741004926,3.852,0.45,1.8375,n
KIC_10031808-2,none,8.59,9.56,0.45,0.2548,0.0031,0.481,0.002,3.731,0.004,3.835,0.007,1.254,0.027,1.798042695,3.835,0.45,1.665,n
V1200_Cen-1,F5_V,2.483,8.5,0.46,0.144,0.0056,0.1483,0.0043,4.2855,0.0082,3.819,0.004,0.525,0.013,1.393156803,3.819,0.46,3.4875,F
V1200_Cen-2,none,2.483,8.5,0.46,-0.0638,0.0041,0.0622,0.0053,4.2496,0.0099,3.651,0.007,-0.319,0.025,0.863376056,3.651,0.46,5.5975,n
V570_Per-1,F3_V,1.901,8.09,0.46,0.161,0.0019,0.187,0.0099,4.225,0.02,3.835,0.003,0.669,0.023,1.448771854,3.835,0.46,3.1275,F
V570_Per-2,F5_V,1.901,8.09,0.46,0.1302,0.002,0.13,0.0103,4.308,0.021,3.817,0.003,0.483,0.024,1.349584246,3.817,0.46,3.5925,F
V338_Vir-1,F5_V,5.985,9.15,0.47,0.1164,0.0007,0.1855,0.0028,4.183,0.006,3.818,0.006,0.599,0.024,1.30737447,3.818,0.47,3.3025,F
V338_Vir-2,F6_IV,5.985,9.15,0.47,0.1804,0.0006,0.3738,0.0017,3.871,0.003,3.808,0.004,0.934,0.017,1.514955932,3.808,0.47,2.465,F
UZ_Dra-1,F7_V,3.261,9.59,0.47,0.1271,0.0065,0.1173,0.0099,4.33,0.03,3.793,0.008,0.35,0.05,1.339985195,3.793,0.47,3.925,F
UZ_Dra-2,G0_V,3.261,9.59,0.47,0.0899,0.0071,0.0607,0.0076,4.4,0.03,3.777,0.008,0.18,0.05,1.229985524,3.777,0.47,4.35,G
V1143_Cyg-1,F5_V,7.641,5.89,0.47,0.1339,0.0013,0.1297,0.0052,4.31,0.03,3.821,0.013,0.53,0.06,1.361131234,3.821,0.47,3.475,F
V1143_Cyg-2,F5_V,7.641,5.89,0.47,0.1245,0.0013,0.1212,0.0053,4.32,0.04,3.818,0.015,0.5,0.07,1.331987042,3.818,0.47,3.55,F
VZ_Cep-1,F3_V,1.183,9.72,0.47,0.1467,0.0046,0.1858,0.0034,4.213,0.008,3.824,0.01,0.634,0.041,1.40184501,3.824,0.47,3.215,F
VZ_Cep-2,G4_V,1.183,9.72,0.47,0.0444,0.0033,0.0179,0.0163,4.446,0.033,3.757,0.009,0.026,0.05,1.107643492,3.757,0.47,4.735,G
DM_Vir-1,F7_V,4.669,8.73,0.47,0.1626,0.0024,0.2463,0.0042,4.108,0.009,3.813,0.007,0.7,0.03,1.45411917,3.813,0.47,3.05,F
DM_Vir-2,F7_V,4.669,8.73,0.47,0.1608,0.0024,0.2463,0.0042,4.106,0.009,3.813,0.007,0.7,0.03,1.448104823,3.813,0.47,3.05,F
RZ_Cha-1,F5_V,2.832,8.1,0.47,0.1813,0.006,0.3549,0.0033,3.909,0.009,3.81,0.01,0.9,0.04,1.518098671,3.81,0.47,2.55,F
RZ_Cha-2,F5_V,2.832,8.1,0.47,0.1787,0.0078,0.3549,0.0033,3.907,0.01,3.81,0.01,0.9,0.04,1.509037388,3.81,0.47,2.55,F
V1022_Cas-1,F6_V,12.156,5.56,0.47,0.2111,0.0003,0.4099,0.0035,3.83,0.02,3.803,0.01,0.985,0.049,1.625923095,3.803,0.47,2.3375,F
V1022_Cas-2,F6_V,12.156,5.56,0.47,0.206,0.0003,0.3883,0.0039,3.87,0.01,3.808,0.01,0.961,0.046,1.606941253,3.808,0.47,2.3975,F
WW_Cam-1,A4_Vm,2.274,10.14,0.47,0.2833,0.0029,0.2813,0.0036,4.159,0.008,3.922,0.007,1.2,0.03,1.919994568,3.922,0.47,1.8,A
WW_Cam-2,A4_Vm,2.274,10.14,0.47,0.2725,0.0042,0.2572,0.0034,4.196,0.009,3.916,0.007,1.13,0.03,1.872837083,3.916,0.47,1.975,A
KIC_3439031-1,none,5.952,11.34,0.48,0.0884,0.0009,0.1484,0.0007,4.23,0.0013,3.815,0.015,0.45,0.06,1.225744632,3.815,0.48,3.675,n
KIC_3439031-2,none,5.952,11.34,0.48,0.089,0.001,0.1471,0.0008,4.2332,0.0015,3.815,0.015,0.45,0.06,1.227439231,3.815,0.48,3.675,n
IO_Aqr-1,F5_V-IV,2.368,8.86,0.48,0.1956,0.0011,0.3406,0.003,3.952,0.006,3.811,0.009,0.88,0.032,1.568917113,3.811,0.48,2.6,F
IO_Aqr-2,F6_V-IV,2.368,8.86,0.48,0.2188,0.001,0.3967,0.003,3.863,0.006,3.802,0.009,0.954,0.031,1.655007629,3.802,0.48,2.415,F
CC_Cas-1,O8.5_III(n),3.366,7.08,0.48,1.3709,0.017,1.0362,0.0072,3.736,0.013,4.538,0.025,5.179,0.053,23.4909186,4.538,-0.35,-8.1475,O
CC_Cas-2,B0.5_V,3.366,7.08,0.48,0.9978,0.0148,0.8351,0.0114,3.766,0.022,4.452,0.031,4.474,0.064,9.949471218,4.452,0.48,-6.385,B
V530_Ori-1,G1_V,6.111,9.96,0.49,0.0016,0.0029,-0.0088,0.0058,4.457,0.012,3.777,0.007,0.016,0.032,1.003690931,3.777,0.49,4.76,G
V530_Ori-2,M1_V,6.111,9.96,0.49,-0.2251,0.0016,-0.2311,0.005,4.676,0.01,3.589,0.013,-1.154,0.053,0.595525003,3.589,0.49,7.685,M
FM_Leo-1,F6_V,6.729,8.47,0.49,0.1187,0.0002,0.2107,0.0006,4.135,0.001,3.806,0.004,0.6,0.015,1.314316621,3.806,0.49,3.3,F
FM_Leo-2,F6_V,6.729,8.47,0.49,0.1039,0.0001,0.1785,0.0008,4.185,0.001,3.805,0.004,0.533,0.015,1.270281578,3.805,0.49,3.4675,F
BN_Scl-1,F7_V,3.747,5.23,0.49,0.1482,0.0007,0.2634,0.0017,4.059,0.003,3.8,0.003,0.68,0.015,1.406695182,3.8,0.49,3.1,F
BN_Scl-2,F8_V,3.747,5.23,0.49,0.0948,0.0005,0.1399,0.0028,4.256,0.006,3.795,0.005,0.415,0.02,1.243941624,3.795,0.49,3.7625,F
BD_+47_378-1,F0_V,2.145,10.11,0.49,0.2279,0.0077,0.301,0.0022,4.068,0.003,3.854,0.006,0.968,0.025,1.690051738,3.854,0.49,2.38,F
BD_+47_378-2,K4_V,2.145,10.11,0.49,-0.0969,0.0109,-0.1079,0.0056,4.552,0.006,3.664,0.009,-0.6,0.038,0.800018445,3.664,0.49,6.3,K
GG_Ori-1,A2_V,6.631,10.43,0.49,0.3696,0.003,0.2676,0.0059,4.272,0.012,3.998,0.009,1.48,0.037,2.342070695,3.998,0.49,1.1,A
GG_Ori-2,A2_V,6.631,10.43,0.49,0.3688,0.0032,0.2625,0.0059,4.282,0.012,3.998,0.009,1.47,0.037,2.337760412,3.998,0.49,1.125,A
RW_Lac-1,G5_V,10.369,10.63,0.5,-0.0325,0.0028,0.0741,0.0015,4.257,0.003,3.76,0.008,0.14,0.03,0.92789749,3.76,0.5,4.45,G
RW_Lac-2,G7_V,10.369,10.63,0.5,-0.0605,0.002,-0.0159,0.0018,4.409,0.004,3.745,0.012,-0.1,0.05,0.869961433,3.745,0.5,5.05,G
EBLM_J0113+31-1,G0_V,14.277,10.12,0.5,0.0124,0.0106,0.1514,0.0043,4.148,0.006,3.787,0.003,0.406,0.014,1.028963572,3.787,0.5,3.785,G
EBLM_J0113+31-2,none,14.277,10.12,0.5,-0.7055,0.0066,-0.6676,0.004,5.068,0.006,3.528,0.005,-2.267,0.024,0.197015321,3.528,0.5,10.4675,n
CV_Boo-1,G2_V,0.847,10.8,0.5,0.0137,0.0055,0.1011,0.0079,4.294,0.016,3.76,0.011,0.197,0.048,1.032048246,3.76,0.5,4.3075,G
CV_Boo-2,G3_V,0.847,10.8,0.5,-0.0141,0.0054,0.0693,0.0085,4.285,0.017,3.754,0.011,0.107,0.049,0.968054928,3.754,0.5,4.5325,G
WASP_0639-32-1,F,11.658,10.66,0.5,0.0624,0.0016,0.2634,0.0054,3.974,0.011,3.801,0.003,0.685,0.018,1.154516117,3.801,0.5,3.0875,F
WASP_0639-32-2,K,11.658,10.66,0.5,-0.1061,0.0016,-0.1372,0.0048,4.607,0.01,3.732,0.006,-0.392,0.028,0.783249272,3.732,0.5,5.78,K
WZ_Oph-1,F8_V,4.184,9.1,0.5,0.0888,0.0025,0.1464,0.0037,4.234,0.008,3.79,0.007,0.41,0.03,1.226874105,3.79,0.5,3.775,F
WZ_Oph-2,F8_V,4.184,9.1,0.5,0.0864,0.0021,0.152,0.0037,4.221,0.008,3.786,0.007,0.4,0.03,1.220112847,3.786,0.5,3.8,F
IT_Cas-1,F5_V,3.897,11.15,0.5,0.122,0.0031,0.1918,0.0012,4.1765,0.0022,3.829,0.007,0.653,0.027,1.324341535,3.829,0.5,3.1675,F
IT_Cas-2,F5_V,3.897,11.15,0.5,0.1212,0.0026,0.1907,0.0013,4.1778,0.0021,3.829,0.007,0.651,0.027,1.321904253,3.829,0.5,3.1725,F
BG_Ind-1,F,1.464,6.13,0.5,0.1559,0.0061,0.369,0.0035,3.852,0.008,3.809,0.002,0.926,0.009,1.431858164,3.809,0.5,2.485,F
BG_Ind-2,F,1.464,6.13,0.5,0.1189,0.0083,0.2019,0.009,4.15,0.012,3.834,0.002,0.693,0.02,1.314922025,3.834,0.5,3.0675,F
EPIC_219552514-1,none,2.754,10.34,0.5,0.1787,0.017,0.3988,0.005,3.822,0.009,3.791,0.007,0.913,0.03,1.509037388,3.791,0.5,2.5175,n
EPIC_219552514-2,none,2.754,10.34,0.5,-0.1878,0.01,-0.1858,0.0087,4.624,0.012,3.603,0.018,-1.018,0.075,0.64893321,3.603,0.5,7.345,n
OGLE-SMC-ECL-2876-1,G0_III,120.867,17.49,0.5,0.4082,0.0068,1.2175,0.0105,2.41,0.02,3.745,0.008,2.371,0.037,2.559764431,3.745,0.5,-1.1275,G
OGLE-SMC-ECL-2876-2,G4_III,120.867,17.49,0.5,0.3997,0.0052,1.238,0.01,2.36,0.02,3.712,0.008,2.279,0.034,2.510151881,3.712,0.5,-0.8975,G
OGLE-LMC-CEP-04506-1,F7_Ib,1550.354,15.5,0.5,0.5575,0.0036,1.4548,0.003,2.087,0.007,3.787,0.011,3.01,0.05,3.609940136,3.787,0.5,-2.725,F
OGLE-LMC-CEP-04506-2,F7_Ib-II,1550.354,15.5,0.5,0.5465,0.0037,1.4216,0.0033,2.142,0.006,3.783,0.011,2.93,0.05,3.519654225,3.783,0.5,-2.525,F
LX_Mus-1,F5_V,11.751,8.78,0.51,0.1282,0.0002,0.1287,0.0027,4.309,0.005,3.815,0.005,0.473,0.018,1.34338347,3.815,0.51,3.6175,F
LX_Mus-2,F5_V,11.751,8.78,0.51,0.1317,0.0002,0.1449,0.0022,4.28,0.004,3.817,0.004,0.513,0.017,1.354253604,3.817,0.51,3.5175,F
AQ_Ser-1,F5_IV,1.687,10.65,0.51,0.129,0.0077,0.3581,0.0027,3.85,0.009,3.808,0.007,0.901,0.027,1.345860354,3.808,0.51,2.5475,F
AQ_Ser-2,F6_IV,1.687,10.65,0.51,0.1514,0.0067,0.3893,0.0048,3.81,0.012,3.802,0.007,0.939,0.042,1.417098375,3.802,0.51,2.4525,F
KIC_7177553-1,G2_V,17.996,11.54,0.52,0.0183,0.0058,-0.0269,0.0023,4.517,0.008,3.763,0.01,-0.055,0.04,1.043037686,3.763,0.52,4.9375,G
KIC_7177553-2,G2_V,17.996,11.54,0.52,-0.0061,0.0066,-0.0264,0.0023,4.491,0.008,3.759,0.011,-0.071,0.041,0.986052413,3.759,0.52,4.9775,G
AL_Ari-1,F6_V,3.747,7.23,0.52,0.066,0.0005,0.1374,0.0028,4.229,0.005,3.804,0.004,0.444,0.016,1.164126029,3.804,0.52,3.69,F
AL_Ari-2,G7_V,3.747,7.23,0.52,-0.0404,0.0003,-0.0434,0.0038,4.458,0.008,3.745,0.005,-0.155,0.019,0.911171233,3.745,0.52,5.1875,G
FL_Lyr-1,F8_V,2.178,9.33,0.52,0.0829,0.0027,0.0948,0.008,4.331,0.016,3.796,0.008,0.33,0.095,1.210319415,3.796,0.52,3.975,F
FL_Lyr-2,G8_V,2.178,9.33,0.52,-0.0217,0.0018,-0.0458,0.0116,4.508,0.023,3.74,0.019,-0.18,0.08,0.951261675,3.74,0.52,5.25,G
CO_And-1,F8_V,3.655,10.83,0.52,0.1103,0.0025,0.2373,0.0053,4.074,0.011,3.788,0.009,0.58,0.038,1.28913975,3.788,0.52,3.35,F
CO_And-2,F8_V,3.655,10.83,0.52,0.1019,0.0025,0.2289,0.0044,4.0822,0.0089,3.79,0.009,0.572,0.038,1.264445165,3.79,0.52,3.37,F
CQ_Ind-1,F6_V,8.974,8.36,0.53,0.1036,0.0004,0.1491,0.0012,4.243,0.002,3.81,0.005,0.494,0.018,1.269404402,3.81,0.53,3.565,F
CQ_Ind-2,F8_V,8.974,8.36,0.53,0.0528,0.0005,0.0518,0.0022,4.387,0.003,3.788,0.005,0.212,0.021,1.129275744,3.788,0.53,4.27,F
DN_Cas-1,O8.5_V,2.311,9.93,0.53,1.2797,0.0016,0.8585,0.0036,4,0.009,4.507,0.014,4.7,0.06,19.04144927,4.507,-0.4,-6.95,O
DN_Cas-2,B0.2_V,2.311,9.93,0.53,1.1377,0.0016,0.7627,0.0045,4.27,0.01,4.447,0.017,4.27,0.08,13.73093148,4.447,0.53,-5.875,B
ZZ_UMa-1,F8_V,2.299,10.39,0.54,0.0549,0.0033,0.1574,0.0021,4.178,0.004,3.775,0.005,0.37,0.052,1.1347495,3.775,0.54,3.875,F
ZZ_UMa-2,G6_V,2.299,10.39,0.54,-0.0154,0.0023,0.0315,0.0019,4.36,0.003,3.722,0.007,-0.095,0.03,0.965161523,3.722,0.54,5.0375,G
LL_Aqr-1,F3_V,20.178,9.32,0.54,0.0777,0.0003,0.1209,0.002,4.274,0.004,3.784,0.003,0.332,0.014,1.195914138,3.784,0.54,3.97,F
LL_Aqr-2,F8_V,20.178,9.32,0.54,0.0144,0.0003,0.0009,0.0022,4.451,0.004,3.756,0.004,-0.019,0.016,1.033713052,3.756,0.54,4.8475,F
UX_Men-1,F8_V,4.181,8.22,0.54,0.0874,0.0005,0.1294,0.0042,4.272,0.009,3.792,0.007,0.38,0.03,1.222925498,3.792,0.54,3.85,F
UX_Men-2,F8_V,4.181,8.22,0.54,0.0747,0.0005,0.1052,0.0044,4.306,0.009,3.789,0.007,0.32,0.03,1.187681523,3.789,0.54,4,F
V1061_Cyg-1,F9_V,2.347,9.24,0.54,0.1079,0.0051,0.2082,0.0046,4.129,0.011,3.791,0.007,0.533,0.03,1.282035349,3.791,0.54,3.4675,F
V1061_Cyg-2,G8_V,2.347,9.24,0.54,-0.0308,0.0032,-0.0114,0.0089,4.43,0.018,3.724,0.012,-0.173,0.052,0.931536765,3.724,0.54,5.2325,G
NN_Del-1,F8,99.269,8.4,0.54,0.1597,0.0009,0.3412,0.003,3.915,0.006,3.809,0.014,0.868,0.054,1.444441641,3.809,0.54,2.63,F
NN_Del-2,none,99.269,8.4,0.54,0.1227,0.0007,0.2063,0.0038,4.148,0.007,3.813,0.013,0.615,0.054,1.326477843,3.813,0.54,3.2625,n
HD_32129-1,F3_V,16.412,9.09,0.54,0.1872,0.001,0.2724,0.0012,4.08,0.003,3.827,0.004,0.806,0.016,1.53886315,3.827,0.54,2.785,F
HD_32129-2,G2_V,16.412,9.09,0.54,0.0289,0.0008,-0.0055,0.0022,4.478,0.006,3.76,0.007,-0.013,0.031,1.068808749,3.76,0.54,4.8325,G
NGC_6362_V40-1,none,5.296,18.22,0.55,-0.079,0.0033,0.1223,0.0025,4.55,0.005,3.789,0.009,0.356,0.035,0.833681185,3.789,0.55,3.91,n
